CountryName,CountryCode,SeriesName,SeriesCode,[2021_YR2021],[2022_YR2022],[2023_YR2023]
Paraguay,PRY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Paraguay,PRY,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,1.011899948,1.003999949,..
Paraguay,PRY,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,99.23999786,99.27999878,..
Paraguay,PRY,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,98.05999756,98.87999725,..
Paraguay,PRY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,98.62999725,99.08000183,..
Paraguay,PRY,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,73.385,73.571,..
Paraguay,PRY,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.434,67.645,..
Paraguay,PRY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.262,70.475,..
Paraguay,PRY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.7,1.3,..
Paraguay,PRY,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,0.2,0.3,..
Paraguay,PRY,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,1,1.5,..
Paraguay,PRY,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,6.2,6.5,..
Paraguay,PRY,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,4.1,5.6,..
Paraguay,PRY,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,20.8,19.9,..
Paraguay,PRY,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,26.9,24.7,..
Paraguay,PRY,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,24,23,..
Paraguay,PRY,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..
Paraguay,PRY,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..
Paraguay,PRY,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..
Paraguay,PRY,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..
Paraguay,PRY,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..
Paraguay,PRY,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..
Paraguay,PRY,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..
Paraguay,PRY,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..
Paraguay,PRY,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..
Paraguay,PRY,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,9.558,8.25,7.341
Paraguay,PRY,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,9.535,8.238,7.315
Paraguay,PRY,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,5.7,5.673,4.679
Paraguay,PRY,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,5.686,5.665,4.662
Paraguay,PRY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.311,6.755,5.794
Paraguay,PRY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,7.311,6.755,5.794
Paraguay,PRY,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,21.867,17.844,17.084
Paraguay,PRY,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,22.058,17.786,17.101
Paraguay,PRY,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,12.36,12.434,10.605
Paraguay,PRY,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,12.241,12.328,10.55
Paraguay,PRY,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,16.203,14.601,13.185
Paraguay,PRY,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,16.121,14.515,13.176
Paraguay,PRY,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,64.15144761,64.22060427,..
Paraguay,PRY,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,50.7286863,50.7286863,..
Paraguay,PRY,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,72.20647696,72.20647696,..
Peru,PER,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..
Peru,PER,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..
Peru,PER,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Peru,PER,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,1.001099944,0.999800026,..
Peru,PER,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,99.18000031,99.29000092,..
Peru,PER,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.06999969,99.30999756,..
Peru,PER,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,99.12000275,99.30000305,..
Peru,PER,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,74.746,75.495,..
Peru,PER,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,70.121,71.332,..
Peru,PER,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.377,73.385,..
Peru,PER,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,2.8,2.7,..
Peru,PER,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,0.7,0.8,..
Peru,PER,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,2.9,2.8,..
Peru,PER,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,11.4,11.1,..
Peru,PER,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,10,9.5,..
Peru,PER,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,33.4,32.2,..
Peru,PER,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,25.9,27.5,..
Peru,PER,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,24.8,25,..
Peru,PER,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,6.62,4.938,5.335
Peru,PER,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,7.435,5.858,5.936
Peru,PER,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,5.913,4.078,4.756
Peru,PER,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,3.342,3.167,3.588
Peru,PER,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,3.79,3.575,4.206
Peru,PER,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,2.972,2.832,3.094
Peru,PER,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,6.372,5.182,5.888
Peru,PER,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,7.53,6.98,7.46
Peru,PER,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,5.612,3.89,4.742
Peru,PER,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,5.552,4.511,5.8
Peru,PER,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,5.557,5.248,5.798
Peru,PER,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,4.715,3.301,4.152
Peru,PER,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,4.719,3.496,4.151
Peru,PER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.097,3.85,4.899
Peru,PER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.097,4.291,4.899
Peru,PER,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,10.742,8.33,10.134
Peru,PER,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,10.688,8.793,10.145
Peru,PER,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,8.57,7.747,7.721
Peru,PER,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,8.526,6.723,7.776
Peru,PER,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.586,8.019,8.846
Peru,PER,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,9.521,7.709,8.904
Peru,PER,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,51.69531259,51.98521171,..
Peru,PER,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,22.59637962,23.01088827,..
Peru,PER,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,59.66508101,59.82331253,..
Philippines,PHL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,97.00150299,..
Philippines,PHL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,..,..,..
Philippines,PHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..
Philippines,PHL,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,..,0.996100008,..
Philippines,PHL,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,..,99.51506042,..
Philippines,PHL,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,..,100,..
Philippines,PHL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,99.76999664,..
Philippines,PHL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,71.482,74.174,..
Philippines,PHL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,67.172,70.218,..
Philippines,PHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.266,72.187,..
Philippines,PHL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,3,..,..
Philippines,PHL,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,0.5,..,..
Philippines,PHL,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,4.2,..,..
Philippines,PHL,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,20,..,..
Philippines,PHL,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,17.8,..,..
Philippines,PHL,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,55.3,..,..
Philippines,PHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,18.1,..,..
Philippines,PHL,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,26.3,..,..
Philippines,PHL,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,4.579,3.697,..
Philippines,PHL,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,4.215,3.335,..
Philippines,PHL,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,4.973,4.106,..
Philippines,PHL,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,2.857,2.065,..
Philippines,PHL,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,3.38,2.352,..
Philippines,PHL,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,2.575,1.895,..
Philippines,PHL,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,6.275,4.792,..
Philippines,PHL,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,6.691,5.221,..
Philippines,PHL,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,5.983,4.479,..
Philippines,PHL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.822,2.861,2.501
Philippines,PHL,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.828,2.864,..
Philippines,PHL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.12,2.412,2.024
Philippines,PHL,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,3.125,2.415,..
Philippines,PHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.398,2.598,2.222
Philippines,PHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.398,2.598,..
Philippines,PHL,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,10.187,8.195,8.692
Philippines,PHL,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,10.278,8.279,..
Philippines,PHL,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,7.373,5.948,5.939
Philippines,PHL,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,7.436,6.005,..
Philippines,PHL,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,8.434,6.813,6.991
Philippines,PHL,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,8.488,6.863,..
Philippines,PHL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,47.66305817,47.90190412,..
Philippines,PHL,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,34.76215661,34.97936971,..
Philippines,PHL,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,61.81714695,61.91422326,..
Poland,POL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,99.80000305,..,..
Poland,POL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,99.80000305,..,..
Poland,POL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.80000305,..,..
Poland,POL,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,1.001000047,..,..
Poland,POL,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,99.90000153,..,..
Poland,POL,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.80000305,..,..
Poland,POL,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,99.90000153,..,..
Poland,POL,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,79.6,81.3,..
Poland,POL,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.6,73.5,..
Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.50243902,77.30487805,..
Poland,POL,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.1,..,..
Poland,POL,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,0,..,..
Poland,POL,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,0.1,..,..
Poland,POL,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,0.3,..,..
Poland,POL,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,0.2,..,..
Poland,POL,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,0.9,..,..
Poland,POL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,12.2,11.8,..
Poland,POL,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,10.6,..,..
Poland,POL,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,1.745,1.306,1.28
Poland,POL,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,1.931,1.295,1.273
Poland,POL,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,1.492,1.322,1.29
Poland,POL,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,4.537,4.181,4.435
Poland,POL,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,4.675,4.312,4.579
Poland,POL,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,4.476,4.121,4.371
Poland,POL,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,3.82,3.302,3.252
Poland,POL,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,4.315,4.134,4.197
Poland,POL,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,3.428,2.653,2.529
Poland,POL,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,3.282,2.851,2.788
Poland,POL,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,3.282,2.851,2.788
Poland,POL,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.256,2.778,2.704
Poland,POL,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,3.256,2.778,2.704
Poland,POL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.268,2.811,2.743
Poland,POL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.268,2.811,2.743
Poland,POL,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,12.299,11.052,10.987
Poland,POL,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,12.366,11.115,11.048
Poland,POL,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,11.465,10.196,11.276
Poland,POL,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,11.492,10.214,11.307
Poland,POL,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.808,10.55,11.152
Poland,POL,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,11.849,10.584,11.197
Poland,POL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,88.90617795,88.91449931,..
Poland,POL,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,..,..,..
Poland,POL,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,..,..,..
Portugal,PRT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,95.91999817,..,..
Portugal,PRT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,97.76000214,..,..
Portugal,PRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,96.77999878,..,..
Portugal,PRT,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,1.000699997,..,..
Portugal,PRT,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,99.75,..,..
Portugal,PRT,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,99.68000031,..,..
Portugal,PRT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,99.70999908,..,..
Portugal,PRT,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.4,84.5,..
Portugal,PRT,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,78.5,78.8,..
Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.37804878,81.5804878,..
Portugal,PRT,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0.2,..,..
Portugal,PRT,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,0.1,..,..
Portugal,PRT,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,0.2,..,..
Portugal,PRT,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,0.5,..,..
Portugal,PRT,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,0.4,..,..
Portugal,PRT,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,1.7,..,..
Portugal,PRT,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,16.4,..,..
Portugal,PRT,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,12.8,..,..
Portugal,PRT,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,4.884,4.338,4.574
Portugal,PRT,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,4.772,4.353,4.565
Portugal,PRT,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,5.062,4.316,4.586
Portugal,PRT,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,6.728,6.832,7.32
Portugal,PRT,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,8.114,8.078,8.687
Portugal,PRT,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,5.773,5.906,6.31
Portugal,PRT,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,8.138,6.637,7.523
Portugal,PRT,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,8.59,7.368,7.938
Portugal,PRT,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,7.724,5.944,7.12
Portugal,PRT,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,6.902,6.486,6.885
Portugal,PRT,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,6.899,6.479,6.881
Portugal,PRT,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.262,5.549,6.142
Portugal,PRT,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,6.259,5.543,6.139
Portugal,PRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.577,6.011,6.509
Portugal,PRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.577,6.011,6.509
Portugal,PRT,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.FE.ZS,26.435,20.466,19.808
Portugal,PRT,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",SL.UEM.1524.FE.NE.ZS,26.4,20.455,19.806
Portugal,PRT,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.MA.ZS,21.08,17.873,20.724
Portugal,PRT,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",SL.UEM.1524.MA.NE.ZS,21.014,17.83,20.669
Portugal,PRT,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,23.474,19.054,20.3
Portugal,PRT,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",SL.UEM.1524.NE.ZS,23.432,19.035,20.268
Portugal,PRT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,95.0865778,95.15673399,..
Portugal,PRT,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,91.06115677,91.18890933,..
Portugal,PRT,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,97.08281539,97.07754623,..
Puerto Rico,PRI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,92.40000153,..,..
Puerto Rico,PRI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,92.40000153,..,..
Puerto Rico,PRI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,92.40000153,..,..
Puerto Rico,PRI,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",SE.ADT.1524.LT.FM.ZS,1,..,..
Puerto Rico,PRI,"Literacy rate, youth female (% of females ages 15-24)",SE.ADT.1524.LT.FE.ZS,92.40000153,..,..
Puerto Rico,PRI,"Literacy rate, youth male (% of males ages 15-24)",SE.ADT.1524.LT.MA.ZS,92.40000153,..,..
Puerto Rico,PRI,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,92.40000153,..,..
Puerto Rico,PRI,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,84.522,83.897,..
Puerto Rico,PRI,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,75.865,75.578,..
Puerto Rico,PRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.162,79.72,..
Puerto Rico,PRI,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..
Puerto Rico,PRI,Poverty gap at $2.15 a day (2017 PPP) (%),SI.POV.GAPS,..,..,..
Puerto Rico,PRI,Poverty gap at $3.65 a day (2017 PPP) (%),SI.POV.LMIC.GP,..,..,..
Puerto Rico,PRI,Poverty gap at $6.85 a day (2017 PPP) (%),SI.POV.UMIC.GP,..,..,..
Puerto Rico,PRI,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population),SI.POV.LMIC,..,..,..
Puerto Rico,PRI,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population),SI.POV.UMIC,..,..,..
Puerto Rico,PRI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..
Puerto Rico,PRI,Poverty headcount ratio at societal poverty line (% of population),SI.POV.SOPO,..,..,..
Puerto Rico,PRI,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..
Puerto Rico,PRI,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..
